Entropy,Energy,Correlation,Contrast,Homogeneity
5.12852441389348,0.3928571428571428,0.047469356130528724,0.9107142857142857,0.8214285714285714
4.4117384298164914,0.4904336734693878,0.27334662336314314,0.25,0.875
4.272729102437745,0.3730867346938776,0.270187912933991,0.3035714285714286,0.8482142857142858
4.145154148744299,0.40369897959183676,0.7439552925966189,0.125,0.9375
4.096434604440194,0.482780612244898,0.5885004137894989,0.1607142857142857,0.9196428571428572
3.879648620363206,0.4789540816326531,0.5270053421510903,0.17857142857142855,0.9107142857142858
4.026907328518199,0.6919642857142857,0.793988445567218,0.05357142857142857,0.9732142857142857
4.046069142645924,0.78125,0.9999999999999999,0.0,1.0
4.007813189275508,0.78125,0.9999999999999999,0.0,1.0
3.9851295406163905,0.78125,0.9999999999999999,0.0,1.0
4.068392047769037,0.7206632653061226,0.8541666666666666,0.03571428571428571,0.9821428571428571
4.141126767019874,0.7008928571428571,0.9385366608874623,0.017857142857142856,0.9910714285714285
4.529078664259099,0.5720663265306122,0.7436327359744874,0.08928571428571427,0.9553571428571428
4.465924852072124,0.475765306122449,0.9270833333333334,0.03571428571428571,0.9821428571428572
4.729934179450872,0.298469387755102,0.7096521517510004,0.21428571428571427,0.8928571428571428
4.898382914624721,0.38010204081632654,0.7111112630579404,0.17857142857142855,0.9107142857142858
5.152114648336088,0.5165816326530613,0.8173284568957655,0.08928571428571427,0.9553571428571429
4.892283547037795,0.628826530612245,0.5031584937779511,0.17857142857142855,0.9107142857142857
4.686889062229567,0.6288265306122449,0.6492693110647181,0.10714285714285712,0.9464285714285715
4.604683985216441,0.8316326530612246,0.0,0.08928571428571427,0.9553571428571428
4.936889062229567,0.2863520408163266,0.5794289903850889,0.30357142857142855,0.8482142857142858
5.152114648336088,0.31377551020408156,0.7578460634965136,0.21428571428571425,0.8928571428571429
5.265319531114784,0.25956632653061223,0.8961672454617373,0.14285714285714285,0.9285714285714286
5.154078664259099,0.36415816326530615,0.9527980586844663,0.05357142857142857,0.9732142857142857
4.4388530781525795,0.4183673469387755,0.6888888888888889,0.14285714285714285,0.9285714285714285
4.540873781480403,0.6352040816326531,0.8485562557301568,0.07142857142857142,0.9642857142857143
4.804632914624721,0.423469387755102,0.7357033596353192,0.1607142857142857,0.9196428571428572
4.550093945008262,0.5089285714285714,0.6998855448707013,0.17857142857142855,0.9107142857142857
4.804229296672175,0.2767857142857143,0.8836989023941672,0.25,0.875
4.933364648336088,0.2965561224489796,0.9398763399702196,0.23214285714285715,0.9077380952380953
5.072123781480404,0.21875,0.9233630355780067,0.21428571428571425,0.8928571428571428
5.433364648336088,0.15369897959183673,0.7972563140986362,0.4107142857142857,0.818452380952381
5.158214015923013,0.33864795918367346,0.1315808372515312,0.8214285714285714,0.8229166666666665
4.535178031846025,0.742984693877551,0.15631503171567182,0.125,0.9375
4.897979296672176,0.6332908163265305,0.42267701558864457,0.14285714285714285,0.9285714285714285
4.9532231490673295,0.3322704081632653,0.6246736836750103,0.23214285714285712,0.8839285714285714
4.952819531114784,0.5752551020408163,0.608759587435071,0.14285714285714285,0.9285714285714286
4.947123781480405,0.37308673469387754,0.6914631027293191,0.19642857142857142,0.9017857142857143
4.21632847002467,0.3482142857142857,0.5594154384699925,0.2142857142857143,0.8928571428571428
3.520264698045873,0.9649234693877551,0.0,0.017857142857142856,0.9910714285714285
3.5640946007524783,0.9649234693877551,0.0,0.017857142857142856,0.9910714285714285
3.604497987950131,1.0,0.0,0.0,1.0
3.534567094075591,1.0,0.0,0.0,1.0
3.370114065632798,1.0,0.0,0.0,1.0
3.4995021908932267,1.0,0.0,0.0,1.0
3.5012108538576365,1.0,0.0,0.0,1.0
3.8619830072378285,1.0,0.0,0.0,1.0
4.089768072054204,0.8966836734693877,0.48148148148148145,0.03571428571428571,0.9821428571428571
4.075398001139453,0.8973214285714286,-0.02594996480538409,0.05357142857142857,0.9732142857142857
4.327569336880353,0.6332908163265305,0.5160924896186917,0.125,0.9375
4.2609339852164405,0.559311224489796,0.8135325184662463,0.07142857142857142,0.9642857142857143
4.4296329146247215,0.503188775510204,0.7860012012625195,0.08928571428571427,0.9553571428571429
4.798533547037796,0.40369897959183676,0.7439552925966189,0.125,0.9375
4.223584617629516,0.32334183673469385,0.534869827212887,0.23214285714285715,0.8839285714285714
4.015112211296897,0.28316326530612246,0.3580574370197165,0.3214285714285714,0.8392857142857144
4.148786532577265,0.3042091836734694,0.2867799104284081,0.3392857142857143,0.8303571428571429
4.477762843709971,0.4126275510204081,0.5467806435536544,0.23214285714285712,0.8839285714285715
